,cntry,idno,netustm,lvpntyr,ppltrst,vote,prtvtdfi,gndr,yrbrn,edlvdfi,eduyrs,wkhct,wkhtot,grspnum,frlgrsp,inwtm
1739,FI,69311,60.0,1996.0,9,1.0,1.0,2,1979,12.0,18.0,38.0,39.0,4000.0,4300.0,56.0
1740,FI,69377,120.0,2014.0,7,1.0,4.0,1,1990,6.0,16.0,38.0,38.0,45000.0,,47.0
1741,FI,69396,270.0,1983.0,8,1.0,10.0,2,1964,9.0,20.0,,,,,93.0
1742,FI,69475,60.0,1960.0,7,1.0,,1,1940,5.0,11.0,40.0,50.0,,,80.0
1743,FI,69508,,1969.0,4,1.0,,2,1950,2.0,8.0,40.0,40.0,,,53.0
1744,FI,69511,60.0,1993.0,8,,,1,1970,2.0,13.0,40.0,60.0,5200.0,,59.0
1745,FI,69561,15.0,1982.0,9,1.0,3.0,1,1964,7.0,15.0,40.0,40.0,32000.0,35000.0,45.0
1746,FI,69590,,1944.0,10,2.0,,2,1928,1.0,,,,,,
1747,FI,69676,90.0,1995.0,7,1.0,3.0,1,1974,5.0,14.0,42.0,42.0,3200.0,,64.0
1748,FI,69677,90.0,1971.0,4,1.0,1.0,1,1949,11.0,18.0,38.0,55.0,,,56.0
1749,FI,69755,120.0,1968.0,7,2.0,,2,1951,5.0,13.0,37.0,37.0,,,59.0
1750,FI,69764,60.0,1975.0,8,1.0,10.0,2,1955,8.0,14.0,29.0,29.0,1840.0,2500.0,80.0
1751,FI,69800,300.0,1988.0,9,2.0,,2,1968,8.0,14.0,38.0,38.0,4450.0,,45.0
1752,FI,69875,60.0,1989.0,7,1.0,,2,1971,8.0,18.0,38.0,41.0,2700.0,3500.0,47.0
1753,FI,69914,,1951.0,9,1.0,,2,1938,2.0,4.0,50.0,50.0,,,48.0
1754,FI,69976,,1993.0,5,2.0,,1,1967,3.0,10.0,38.0,38.0,,,68.0
