,cntry,idno,netustm,lvpntyr,ppltrst,vote,prtvtdfi,gndr,yrbrn,edlvdfi,eduyrs,wkhct,wkhtot,grspnum,frlgrsp,inwtm
992,FI,38601,180.0,1994.0,8,1.0,10.0,2,1975,14.0,20.0,38.0,38.0,5528.0,,47.0
993,FI,38679,150.0,1977.0,6,1.0,4.0,1,1963,5.0,13.0,36.0,36.0,2500.0,,108.0
994,FI,38693,300.0,1999.0,8,1.0,3.0,2,1983,14.0,23.0,38.0,37.0,3710.0,4100.0,53.0
995,FI,38699,,1963.0,8,1.0,11.0,1,1942,2.0,7.0,40.0,40.0,,,77.0
996,FI,38802,240.0,2006.0,7,1.0,,2,1988,9.0,18.0,30.0,30.0,40000.0,,58.0
997,FI,38852,240.0,1970.0,6,1.0,5.0,2,1953,7.0,12.0,40.0,40.0,,,34.0
998,FI,38883,120.0,1996.0,8,1.0,12.0,1,1974,5.0,13.0,40.0,40.0,2800.0,3800.0,48.0
999,FI,38961,360.0,2018.0,7,3.0,,2,1998,4.0,12.0,12.0,12.0,500.0,650.0,43.0
1000,FI,39058,45.0,1970.0,8,1.0,1.0,2,1950,2.0,8.0,40.0,40.0,,,61.0
1001,FI,39099,20.0,1968.0,8,1.0,3.0,2,1953,8.0,18.0,40.0,40.0,,,63.0
1002,FI,39172,120.0,1976.0,7,1.0,10.0,2,1957,9.0,16.0,19.0,19.0,20000.0,28000.0,67.0
1003,FI,39201,180.0,1996.0,7,1.0,1.0,1,1981,9.0,21.0,37.0,37.0,3800.0,4200.0,
1004,FI,39227,60.0,1970.0,9,1.0,3.0,2,1954,12.0,14.0,30.0,30.0,,,57.0
1005,FI,39233,45.0,1969.0,6,1.0,,1,1952,5.0,12.0,40.0,40.0,,,40.0
1006,FI,39312,120.0,1980.0,7,1.0,5.0,1,1954,2.0,9.0,40.0,40.0,,,95.0
1007,FI,39399,30.0,1976.0,7,1.0,,2,1955,9.0,23.0,15.0,15.0,,,68.0
1008,FI,39425,270.0,1968.0,8,1.0,3.0,1,1951,8.0,12.0,40.0,40.0,,,45.0
1009,FI,39437,60.0,1997.0,8,1.0,1.0,1,1975,3.0,10.0,40.0,45.0,75000.0,,50.0
1010,FI,39484,120.0,1993.0,6,,,1,1969,3.0,12.0,40.0,40.0,2200.0,3000.0,80.0
1011,FI,39607,120.0,1988.0,8,1.0,1.0,1,1970,12.0,17.0,45.0,45.0,350000.0,,67.0
1012,FI,39647,59.0,1970.0,5,1.0,11.0,2,1950,2.0,9.0,40.0,40.0,,,72.0
1013,FI,39671,180.0,1993.0,6,2.0,,1,1977,5.0,11.0,,50.0,7250.0,,44.0
1014,FI,39738,,1952.0,9,1.0,1.0,2,1931,6.0,18.0,40.0,40.0,,,67.0
1015,FI,39749,,1962.0,8,1.0,11.0,1,1943,3.0,7.0,45.0,45.0,,,50.0
1016,FI,39752,480.0,2001.0,8,1.0,1.0,1,1978,12.0,20.0,38.0,38.0,6800.0,,40.0
1017,FI,39805,120.0,2000.0,8,2.0,,2,1982,5.0,12.0,35.0,40.0,1600.0,,41.0
1018,FI,39814,300.0,1990.0,8,1.0,2.0,2,1967,8.0,17.0,48.0,40.0,6500.0,,63.0
1019,FI,39824,,1943.0,9,1.0,5.0,1,1938,2.0,9.0,38.0,40.0,,,106.0
1020,FI,39937,60.0,1960.0,8,1.0,1.0,2,1933,7.0,15.0,20.0,20.0,,,50.0
1021,FI,39951,120.0,2007.0,5,1.0,4.0,2,1991,3.0,12.0,40.0,50.0,,,50.0
1022,FI,39963,,1975.0,4,1.0,3.0,1,1947,2.0,7.0,70.0,70.0,,,63.0
1023,FI,40066,180.0,2017.0,7,1.0,11.0,2,1996,4.0,14.0,14.0,17.0,1100.0,1300.0,48.0
1024,FI,40069,120.0,1987.0,8,1.0,10.0,1,1968,12.0,23.0,55.0,55.0,0.0,,48.0
1025,FI,40080,120.0,1980.0,7,2.0,,1,1968,3.0,11.0,40.0,40.0,,,144.0
1026,FI,40085,10.0,1998.0,8,,,2,1982,12.0,21.0,16.0,16.0,,,64.0
1027,FI,40096,90.0,1971.0,7,1.0,11.0,1,1951,3.0,8.0,40.0,45.0,,,61.0
1028,FI,40098,600.0,1982.0,9,1.0,4.0,2,1963,12.0,16.0,38.0,45.0,14000.0,,
1029,FI,40106,,1964.0,8,2.0,,2,1948,5.0,9.0,38.0,40.0,,,50.0
1030,FI,40138,,1983.0,6,1.0,,1,1963,5.0,11.0,40.0,40.0,2700.0,3000.0,54.0
1031,FI,40159,120.0,0.0,5,3.0,,1,1999,4.0,12.0,30.0,30.0,,,54.0
1032,FI,40195,90.0,1991.0,9,1.0,1.0,2,1972,11.0,15.0,55.0,55.0,3800.0,3800.0,45.0
1033,FI,40206,120.0,2002.0,3,2.0,,1,1985,5.0,13.0,,,,,101.0
1034,FI,40337,450.0,1999.0,5,1.0,11.0,2,1977,12.0,24.0,25.0,45.0,4900.0,,43.0
1035,FI,40340,10.0,1967.0,8,1.0,,2,1950,3.0,10.0,38.0,90.0,,,50.0
1036,FI,40371,180.0,2011.0,8,2.0,,2,1992,12.0,20.0,38.0,40.0,2286.0,,53.0
1037,FI,40378,210.0,1977.0,9,1.0,1.0,1,1958,12.0,18.0,30.0,30.0,,,
1038,FI,40398,,1969.0,7,1.0,11.0,1,1952,5.0,11.0,40.0,40.0,,,62.0
1039,FI,40427,,1960.0,7,1.0,1.0,1,1941,10.0,17.0,50.0,50.0,,,48.0
1040,FI,40477,180.0,2012.0,7,3.0,,1,1996,5.0,10.0,36.0,40.0,,,94.0
1041,FI,40519,,1972.0,8,1.0,11.0,2,1954,5.0,10.0,40.0,40.0,,,58.0
1042,FI,40717,300.0,2001.0,9,1.0,10.0,2,1980,9.0,19.0,38.0,38.0,3060.0,3800.0,57.0
1043,FI,40807,60.0,1994.0,8,1.0,10.0,1,1976,9.0,18.0,38.0,43.0,4000.0,,59.0
1044,FI,40824,,1964.0,9,1.0,4.0,1,1940,7.0,10.0,38.0,38.0,,,62.0
1045,FI,40875,60.0,1985.0,8,1.0,1.0,1,1966,14.0,20.0,38.0,50.0,140000.0,,50.0
1046,FI,40893,60.0,1979.0,7,2.0,,1,1961,5.0,11.0,40.0,40.0,,,69.0
1047,FI,40896,150.0,2018.0,6,3.0,,1,1998,4.0,13.0,35.0,35.0,,,59.0
1048,FI,40989,30.0,1966.0,8,1.0,5.0,1,1945,5.0,11.0,38.0,45.0,,,66.0
1049,FI,41030,60.0,1971.0,8,1.0,11.0,2,1955,3.0,12.0,38.0,38.0,,,40.0
1050,FI,41056,420.0,1990.0,2,1.0,,1,1969,8.0,16.0,35.0,35.0,4000.0,,56.0
1051,FI,41071,240.0,2012.0,4,2.0,,2,1992,5.0,16.0,38.0,38.0,2500.0,2800.0,43.0
1052,FI,41163,480.0,1988.0,5,1.0,1.0,1,1968,4.0,12.0,50.0,50.0,75000.0,100000.0,42.0
1053,FI,41221,,1960.0,10,1.0,12.0,1,1934,5.0,9.0,50.0,50.0,,,70.0
1054,FI,41276,,1955.0,8,1.0,11.0,2,1937,8.0,15.0,35.0,35.0,,,72.0
1055,FI,41283,90.0,1988.0,9,1.0,3.0,2,1971,5.0,13.0,39.0,39.0,2150.0,2400.0,
1056,FI,41290,120.0,1995.0,8,1.0,11.0,2,1973,6.0,15.0,40.0,40.0,3000.0,,60.0
1057,FI,41296,60.0,1956.0,8,1.0,1.0,2,1944,12.0,20.0,38.0,45.0,,,60.0
1058,FI,41299,90.0,2010.0,7,2.0,,2,1992,5.0,12.0,39.0,40.0,2400.0,2550.0,50.0
1059,FI,41315,270.0,0.0,8,3.0,,2,2003,2.0,8.0,,,,,
1060,FI,41441,,1970.0,6,1.0,,2,1948,5.0,9.0,30.0,30.0,,,52.0
1061,FI,41442,90.0,1996.0,10,1.0,10.0,2,1980,12.0,17.0,38.0,38.0,,,41.0
1062,FI,41582,,1959.0,8,1.0,1.0,1,1942,2.0,9.0,40.0,40.0,,,63.0
1063,FI,41584,,1966.0,5,1.0,11.0,2,1948,2.0,7.0,40.0,40.0,,,49.0
1064,FI,41670,45.0,1964.0,8,1.0,1.0,1,1949,8.0,19.0,65.0,65.0,,,68.0
1065,FI,41682,,1974.0,6,1.0,1.0,2,1948,5.0,11.0,40.0,40.0,,,50.0
1066,FI,41719,45.0,1966.0,7,1.0,3.0,2,1947,5.0,10.0,38.0,38.0,,,66.0
1067,FI,41811,240.0,1960.0,9,1.0,2.0,1,1937,14.0,22.0,38.0,50.0,,,65.0
1068,FI,41843,,1959.0,7,1.0,4.0,1,1937,2.0,7.0,40.0,40.0,,,61.0
1069,FI,41910,60.0,1998.0,5,2.0,,1,1963,5.0,11.0,38.0,38.0,2600.0,3200.0,62.0
1070,FI,41923,,1981.0,2,2.0,,2,1965,5.0,15.0,6.0,6.0,,,55.0
1071,FI,41939,360.0,2009.0,8,1.0,2.0,1,1989,9.0,16.0,40.0,50.0,4200.0,,
1072,FI,41973,120.0,1989.0,7,2.0,,2,1970,5.0,14.0,37.0,37.0,2000.0,2300.0,43.0
1073,FI,42045,60.0,1974.0,9,1.0,1.0,1,1955,14.0,26.0,38.0,48.0,,,55.0
1074,FI,42079,60.0,1970.0,6,1.0,4.0,2,1954,3.0,9.0,40.0,40.0,,,61.0
1075,FI,42117,150.0,1963.0,5,1.0,3.0,1,1943,5.0,10.0,,,,,61.0
1076,FI,42133,30.0,1983.0,8,1.0,1.0,1,1956,4.0,14.0,16.0,16.0,250000.0,,65.0
1077,FI,42136,,1972.0,6,1.0,3.0,1,1955,8.0,15.0,40.0,40.0,,,51.0
1078,FI,42166,240.0,1998.0,6,1.0,12.0,1,1976,8.0,13.0,40.0,40.0,40000.0,55000.0,
1079,FI,42225,210.0,2016.0,7,1.0,12.0,2,1997,4.0,15.0,40.0,40.0,,,
1080,FI,42226,240.0,2010.0,8,1.0,10.0,1,1989,10.0,20.0,,10.0,,,54.0
1081,FI,42234,60.0,1969.0,5,2.0,,1,1953,5.0,8.0,40.0,45.0,,,66.0
1082,FI,42262,180.0,1985.0,7,1.0,1.0,2,1964,9.0,17.0,45.0,45.0,2000.0,3000.0,58.0
1083,FI,42265,60.0,2012.0,8,1.0,12.0,1,1992,5.0,13.0,40.0,40.0,,,52.0
1084,FI,42400,,1977.0,7,1.0,11.0,1,1957,5.0,12.0,37.0,37.0,,,57.0
1085,FI,42468,60.0,2012.0,3,2.0,,2,1996,5.0,12.0,40.0,42.0,,,40.0
1086,FI,42479,120.0,1983.0,4,1.0,4.0,1,1959,9.0,18.0,38.0,41.0,3900.0,4500.0,80.0
1087,FI,42482,120.0,1964.0,8,1.0,10.0,2,1949,8.0,16.0,40.0,40.0,,,79.0
1088,FI,42640,120.0,1978.0,8,1.0,11.0,1,1961,5.0,11.0,40.0,40.0,42000.0,,49.0
1089,FI,42664,180.0,2014.0,8,2.0,,2,1995,6.0,15.0,30.0,30.0,1500.0,1800.0,41.0
1090,FI,42706,540.0,1980.0,9,1.0,9.0,2,1958,13.0,24.0,38.0,38.0,7500.0,,53.0
1091,FI,42713,600.0,1978.0,8,1.0,10.0,2,1957,8.0,14.0,39.0,40.0,3600.0,4000.0,95.0
1092,FI,42765,420.0,1978.0,7,1.0,3.0,2,1960,8.0,14.0,37.0,39.0,2500.0,2700.0,45.0
1093,FI,42781,240.0,1996.0,8,1.0,10.0,2,1977,12.0,18.0,30.0,40.0,58000.0,,54.0
1094,FI,42792,600.0,1981.0,9,1.0,3.0,1,1960,10.0,23.0,50.0,50.0,5000.0,7500.0,57.0
1095,FI,42848,60.0,1979.0,7,1.0,5.0,2,1960,12.0,51.0,35.0,39.0,4200.0,4600.0,
1096,FI,42849,,1955.0,6,1.0,3.0,1,1932,1.0,5.0,40.0,40.0,,,66.0
1097,FI,42881,240.0,1998.0,6,1.0,1.0,1,1975,9.0,18.0,38.0,45.0,5500.0,7000.0,59.0
1098,FI,42884,120.0,1978.0,9,1.0,11.0,2,1959,13.0,20.0,37.0,42.0,4000.0,,73.0
1099,FI,42921,120.0,1971.0,8,1.0,10.0,1,1954,5.0,15.0,40.0,45.0,,,46.0
1100,FI,42960,420.0,1997.0,8,1.0,1.0,2,1977,10.0,15.0,30.0,30.0,2100.0,,84.0
1101,FI,43005,240.0,1974.0,5,1.0,11.0,2,1959,7.0,14.0,38.0,39.0,2300.0,3000.0,58.0
1102,FI,43085,180.0,2009.0,4,2.0,,2,1993,3.0,11.0,20.0,20.0,,,49.0
1103,FI,43095,,1969.0,9,2.0,,1,1951,5.0,11.0,40.0,50.0,,,61.0
1104,FI,43106,,1955.0,8,2.0,,1,1935,2.0,7.0,60.0,60.0,,,77.0
1105,FI,43110,60.0,2014.0,6,1.0,3.0,1,1994,5.0,14.0,40.0,40.0,3700.0,,44.0
1106,FI,43124,300.0,2017.0,7,3.0,,2,1998,4.0,12.0,20.0,30.0,1600.0,2000.0,42.0
1107,FI,43146,105.0,1991.0,9,1.0,4.0,1,1975,5.0,16.0,40.0,40.0,3000.0,3500.0,77.0
1108,FI,43166,180.0,2017.0,8,3.0,,2,1998,4.0,12.0,25.0,25.0,,,51.0
1109,FI,43169,61.0,1976.0,8,1.0,1.0,1,1961,12.0,16.0,37.0,37.0,5200.0,,35.0
1110,FI,43255,60.0,1977.0,8,1.0,1.0,2,1957,5.0,14.0,60.0,60.0,,,46.0
1111,FI,43271,240.0,1990.0,5,2.0,,2,1972,5.0,14.0,20.0,22.0,,,54.0
1112,FI,43316,90.0,1970.0,5,1.0,1.0,1,1950,2.0,8.0,40.0,40.0,,,57.0
1113,FI,43322,180.0,1991.0,6,1.0,1.0,2,1968,11.0,21.0,38.0,40.0,2800.0,,64.0
1114,FI,43324,135.0,1969.0,7,1.0,1.0,1,1950,4.0,15.0,28.0,28.0,,,51.0
1115,FI,43411,180.0,1997.0,7,1.0,,1,1977,13.0,22.0,48.0,48.0,0.0,,56.0
1116,FI,43443,120.0,1969.0,7,1.0,1.0,1,1951,12.0,19.0,50.0,50.0,,,54.0
1117,FI,43497,360.0,0.0,7,3.0,,1,2000,3.0,12.0,20.0,20.0,,,55.0
1118,FI,43590,90.0,1993.0,8,1.0,2.0,1,1971,12.0,17.0,38.0,43.0,4500.0,4500.0,43.0
1119,FI,43644,,1968.0,9,1.0,3.0,2,1953,2.0,9.0,45.0,45.0,,,44.0
1120,FI,43645,120.0,2011.0,8,1.0,3.0,1,1992,5.0,13.0,40.0,40.0,40000.0,,46.0
1121,FI,43737,90.0,1987.0,8,1.0,2.0,1,1967,5.0,11.0,55.0,50.0,40000.0,50000.0,62.0
1122,FI,43741,90.0,1987.0,7,1.0,11.0,2,1965,6.0,17.0,40.0,40.0,2100.0,2800.0,55.0
1123,FI,43765,60.0,1972.0,7,1.0,2.0,2,1955,5.0,11.0,38.0,40.0,,,53.0
1124,FI,43775,150.0,1984.0,8,1.0,11.0,1,1961,5.0,14.0,40.0,45.0,2900.0,,72.0
1125,FI,44063,180.0,2003.0,6,1.0,1.0,2,1985,12.0,17.0,40.0,70.0,6500.0,6000.0,44.0
1126,FI,44112,510.0,2013.0,7,1.0,4.0,1,1993,5.0,14.0,60.0,60.0,3100.0,,52.0
1127,FI,44113,480.0,0.0,9,3.0,,1,1999,4.0,12.0,,,,,49.0
1128,FI,44155,,1952.0,2,1.0,,2,1932,1.0,5.0,40.0,,,,43.0
1129,FI,44189,210.0,1964.0,10,1.0,12.0,2,1948,10.0,20.0,35.0,45.0,,,73.0
1130,FI,44262,180.0,2006.0,7,1.0,10.0,2,1987,9.0,19.0,38.0,39.0,2393.0,2700.0,95.0
1131,FI,44282,,1966.0,9,1.0,1.0,2,1945,13.0,18.0,38.0,42.0,,,72.0
1132,FI,44299,180.0,2008.0,8,2.0,,1,1978,5.0,13.0,38.0,38.0,3000.0,4000.0,52.0
1133,FI,44442,180.0,1975.0,7,1.0,3.0,1,1954,9.0,16.0,38.0,45.0,,,73.0
1134,FI,44443,600.0,,8,3.0,,2,2002,3.0,11.0,,,,,57.0
1135,FI,44457,,1969.0,7,1.0,11.0,2,1948,8.0,11.0,40.0,40.0,,,61.0
1136,FI,44524,270.0,1997.0,7,1.0,1.0,1,1978,12.0,20.0,38.0,40.0,6000.0,,51.0
1137,FI,44612,150.0,1998.0,7,1.0,11.0,2,1979,9.0,19.0,38.0,38.0,2450.0,3000.0,67.0
1138,FI,44682,120.0,1977.0,9,1.0,10.0,1,1958,9.0,14.0,38.0,50.0,4100.0,,53.0
1139,FI,44718,300.0,1966.0,5,1.0,1.0,2,1948,2.0,7.0,40.0,60.0,,,89.0
1140,FI,44757,120.0,1986.0,7,1.0,3.0,2,1967,5.0,12.0,60.0,60.0,,,51.0
1141,FI,44792,60.0,2014.0,8,1.0,10.0,2,1994,10.0,16.0,,,,,51.0
1142,FI,44821,120.0,1973.0,8,1.0,1.0,1,1958,12.0,20.0,30.0,30.0,4500.0,7000.0,86.0
1143,FI,44822,240.0,0.0,2,1.0,10.0,2,1996,4.0,12.0,,,,,51.0
1144,FI,44875,180.0,1991.0,7,1.0,1.0,2,1968,8.0,15.0,39.0,39.0,3900.0,,57.0
1145,FI,44881,,1968.0,8,1.0,11.0,1,1948,2.0,8.0,40.0,45.0,,,68.0
1146,FI,44931,120.0,2001.0,7,1.0,1.0,1,1981,9.0,17.0,40.0,40.0,57000.0,,39.0
1147,FI,44932,15.0,1970.0,7,1.0,1.0,1,1952,8.0,16.0,50.0,60.0,,,38.0
1148,FI,45010,240.0,1987.0,8,1.0,4.0,1,1967,5.0,16.0,38.0,38.0,,,59.0
1149,FI,45108,210.0,2001.0,8,2.0,,1,1982,9.0,17.0,38.0,48.0,4000.0,5500.0,
1150,FI,45188,480.0,1990.0,7,1.0,11.0,2,1971,8.0,14.0,40.0,50.0,3600.0,4000.0,41.0
1151,FI,45274,300.0,1986.0,9,2.0,,2,1961,9.0,21.0,50.0,50.0,4600.0,,57.0
1152,FI,45304,180.0,1988.0,6,1.0,,2,1968,8.0,15.0,37.0,37.0,2800.0,,46.0
1153,FI,45344,120.0,1975.0,7,1.0,11.0,1,1958,2.0,8.0,30.0,30.0,30000.0,,62.0
1154,FI,45432,,1964.0,4,1.0,,2,1946,2.0,8.0,40.0,40.0,,,69.0
1155,FI,45449,,1956.0,9,1.0,5.0,1,1934,5.0,7.0,38.0,38.0,,,59.0
1156,FI,45489,270.0,1990.0,7,1.0,11.0,2,1972,7.0,15.0,37.0,37.0,3800.0,4100.0,45.0
1157,FI,45493,90.0,1972.0,8,1.0,12.0,1,1950,5.0,10.0,40.0,40.0,,,59.0
1158,FI,45500,,1950.0,7,1.0,11.0,1,1928,5.0,7.0,42.0,47.0,,,76.0
1159,FI,45507,240.0,2000.0,9,1.0,10.0,2,1981,12.0,18.0,38.0,45.0,,,126.0
1160,FI,45525,300.0,2006.0,4,1.0,1.0,1,1986,9.0,18.0,38.0,40.0,4464.0,4200.0,46.0
1161,FI,45570,60.0,1982.0,5,1.0,11.0,1,1961,11.0,20.0,38.0,45.0,3300.0,4500.0,73.0
1162,FI,45605,300.0,2012.0,7,1.0,3.0,2,1993,9.0,16.0,50.0,50.0,25000.0,,42.0
1163,FI,45634,30.0,2006.0,5,1.0,3.0,2,1990,5.0,12.0,38.0,43.0,,,54.0
1164,FI,45647,90.0,1983.0,8,1.0,10.0,1,1963,12.0,18.0,40.0,40.0,3500.0,,67.0
1165,FI,45669,,1955.0,7,1.0,11.0,2,1936,6.0,14.0,40.0,41.0,,,79.0
1166,FI,45684,600.0,1988.0,8,1.0,10.0,2,1966,11.0,19.0,38.0,40.0,3200.0,3500.0,54.0
1167,FI,45723,90.0,1995.0,9,2.0,,1,1974,9.0,16.0,38.0,38.0,4000.0,,
1168,FI,45920,480.0,1981.0,8,1.0,2.0,2,1965,12.0,20.0,38.0,4.0,3325.0,4500.0,74.0
1169,FI,46089,180.0,2008.0,7,1.0,,2,1988,5.0,13.0,40.0,40.0,,,45.0
1170,FI,46108,210.0,1970.0,7,1.0,5.0,2,1948,13.0,20.0,12.0,12.0,,,66.0
1171,FI,46120,60.0,1973.0,8,1.0,1.0,2,1955,8.0,10.0,38.0,40.0,,,61.0
1172,FI,46147,30.0,1992.0,4,3.0,,1,1969,5.0,13.0,40.0,45.0,,,102.0
1173,FI,46197,360.0,1985.0,7,1.0,4.0,1,1960,11.0,15.0,38.0,38.0,4000.0,4500.0,54.0
1174,FI,46230,45.0,1973.0,8,1.0,3.0,1,1952,13.0,25.0,20.0,20.0,,,48.0
1175,FI,46269,600.0,2007.0,9,1.0,4.0,1,1989,9.0,17.0,38.0,44.0,3400.0,3500.0,41.0
1176,FI,46282,60.0,1972.0,8,1.0,11.0,2,1954,8.0,9.0,38.0,38.0,,,89.0
1177,FI,46326,150.0,1973.0,7,1.0,11.0,2,1954,5.0,10.0,40.0,40.0,,,51.0
1178,FI,46347,50.0,1968.0,8,1.0,12.0,2,1951,7.0,15.0,40.0,43.0,,,74.0
1179,FI,46454,60.0,1979.0,6,1.0,4.0,1,1955,2.0,7.0,40.0,40.0,2000.0,,45.0
1180,FI,46525,240.0,1978.0,9,1.0,11.0,1,1957,12.0,20.0,37.0,50.0,5000.0,6500.0,40.0
1181,FI,46556,120.0,1963.0,4,1.0,4.0,1,1948,9.0,14.0,50.0,50.0,80000.0,,55.0
1182,FI,46560,960.0,1990.0,8,1.0,1.0,1,1971,12.0,40.0,55.0,70.0,115000.0,,37.0
1183,FI,46564,90.0,1967.0,7,1.0,11.0,2,1951,5.0,2.0,34.0,34.0,,,56.0
1184,FI,46566,90.0,1989.0,7,1.0,2.0,1,1967,5.0,12.0,40.0,,4500.0,,66.0
1185,FI,46576,300.0,2010.0,8,1.0,10.0,2,1991,10.0,22.0,8.0,8.0,500.0,700.0,17.0
1186,FI,46633,90.0,2014.0,8,1.0,3.0,1,1994,4.0,16.0,30.0,30.0,1800.0,3000.0,53.0
1187,FI,46639,15.0,2013.0,6,1.0,,2,1994,12.0,16.0,38.0,40.0,4900.0,,35.0
1188,FI,46682,240.0,2004.0,8,1.0,3.0,2,1985,9.0,17.0,38.0,40.0,,,42.0
1189,FI,46719,15.0,2004.0,7,2.0,,2,1983,9.0,15.0,38.0,38.0,1800.0,2000.0,50.0
1190,FI,46798,,0.0,5,1.0,3.0,2,1946,2.0,8.0,42.0,42.0,,,56.0
1191,FI,46839,480.0,1999.0,8,1.0,1.0,1,1978,10.0,20.0,38.0,39.0,4400.0,,40.0
1192,FI,46861,183.0,1964.0,8,1.0,3.0,2,1944,8.0,18.0,,37.0,,,82.0
1193,FI,46872,300.0,1995.0,7,1.0,,2,1976,14.0,25.0,40.0,45.0,6800.0,,45.0
1194,FI,46975,540.0,1991.0,7,1.0,12.0,2,1969,8.0,13.0,38.0,38.0,2205.0,3500.0,50.0
1195,FI,46989,30.0,2017.0,8,2.0,,1,1997,4.0,14.0,10.0,10.0,1300.0,1500.0,46.0
1196,FI,47051,240.0,1967.0,5,1.0,2.0,1,1953,9.0,17.0,32.0,32.0,7500.0,,56.0
1197,FI,47085,60.0,2001.0,4,1.0,,1,1979,4.0,14.0,40.0,40.0,,,49.0
1198,FI,47108,180.0,2005.0,5,2.0,,1,1987,5.0,14.0,40.0,50.0,50000.0,,130.0
1199,FI,47115,150.0,1968.0,7,3.0,,1,1952,5.0,11.0,60.0,60.0,,,105.0
1200,FI,47123,30.0,2004.0,8,1.0,4.0,1,1979,5.0,15.0,40.0,40.0,4500.0,,56.0
1201,FI,47179,180.0,2002.0,6,1.0,3.0,1,1983,9.0,18.0,50.0,50.0,4500.0,4500.0,40.0
1202,FI,47194,120.0,1996.0,5,2.0,,2,1981,5.0,15.0,,30.0,,,47.0
1203,FI,47215,60.0,1978.0,8,1.0,3.0,1,1959,6.0,14.0,40.0,44.0,3400.0,,62.0
1204,FI,47313,30.0,1962.0,9,1.0,1.0,1,1936,9.0,15.0,55.0,55.0,,,76.0
1205,FI,47378,45.0,1968.0,7,1.0,3.0,2,1944,5.0,9.0,36.0,36.0,,,98.0
1206,FI,47406,600.0,2002.0,8,1.0,2.0,1,1980,9.0,17.0,38.0,38.0,4000.0,,62.0
1207,FI,47418,90.0,1987.0,8,1.0,11.0,1,1964,5.0,12.0,38.0,38.0,50000.0,,56.0
1208,FI,47438,360.0,2018.0,6,1.0,7.0,2,1994,4.0,17.0,40.0,40.0,,,45.0
1209,FI,47454,,1967.0,7,1.0,11.0,1,1947,1.0,7.0,40.0,44.0,,,47.0
1210,FI,47542,,1956.0,8,1.0,3.0,1,1941,2.0,9.0,40.0,40.0,,,64.0
1211,FI,47580,90.0,1992.0,8,1.0,,1,1965,3.0,9.0,40.0,40.0,35000.0,,
1212,FI,47670,120.0,1994.0,8,1.0,10.0,2,1975,11.0,17.0,40.0,42.0,5200.0,6500.0,45.0
1213,FI,47684,240.0,1972.0,7,1.0,1.0,1,1959,12.0,18.0,38.0,,34000.0,,53.0
1214,FI,47705,60.0,2003.0,7,1.0,4.0,2,1986,7.0,16.0,30.0,30.0,1500.0,3000.0,
1215,FI,47762,,1974.0,5,1.0,4.0,1,1958,4.0,13.0,40.0,40.0,,,80.0
1216,FI,47766,,1963.0,9,1.0,11.0,1,1944,9.0,13.0,38.0,65.0,,,86.0
1217,FI,47836,,1941.0,6,1.0,11.0,2,1928,2.0,6.0,40.0,40.0,,,85.0
1218,FI,47886,300.0,2013.0,9,3.0,,1,1997,3.0,14.0,14.0,14.0,,,62.0
1219,FI,47893,270.0,1998.0,7,1.0,,1,1978,9.0,16.0,40.0,45.0,3900.0,4800.0,43.0
1220,FI,47951,,1969.0,7,1.0,12.0,2,1949,4.0,15.0,40.0,42.0,,,57.0
1221,FI,47964,150.0,2004.0,5,2.0,,1,1988,5.0,12.0,38.0,38.0,32000.0,,40.0
1222,FI,48008,120.0,1997.0,8,1.0,10.0,1,1977,9.0,16.0,38.0,38.0,3400.0,4200.0,49.0
1223,FI,48013,180.0,1979.0,1,1.0,,1,1960,1.0,9.0,38.0,45.0,,,50.0
1224,FI,48048,120.0,1963.0,9,1.0,11.0,1,1939,5.0,10.0,40.0,40.0,,,110.0
1225,FI,48055,600.0,1981.0,8,2.0,,2,1962,9.0,20.0,38.0,40.0,5000.0,,62.0
1226,FI,48067,180.0,2001.0,6,1.0,5.0,1,1981,6.0,14.0,38.0,38.0,60000.0,45000.0,79.0
1227,FI,48082,,1957.0,5,1.0,1.0,2,1940,3.0,9.0,13.0,15.0,,,107.0
1228,FI,48114,120.0,1977.0,5,1.0,4.0,1,1954,5.0,11.0,40.0,40.0,,,41.0
1229,FI,48221,30.0,1953.0,7,1.0,11.0,2,1938,2.0,7.0,40.0,40.0,,,53.0
1230,FI,48239,180.0,1990.0,7,1.0,1.0,1,1969,10.0,19.0,50.0,50.0,5000.0,,62.0
1231,FI,48257,60.0,1987.0,6,1.0,10.0,2,1963,5.0,19.0,38.0,42.0,2600.0,3000.0,59.0
1232,FI,48275,,1953.0,7,1.0,3.0,1,1928,2.0,8.0,40.0,50.0,,,145.0
1233,FI,48326,720.0,2013.0,8,2.0,,1,1993,5.0,16.0,38.0,40.0,2100.0,,
1234,FI,48408,120.0,2008.0,7,2.0,,2,1980,5.0,19.0,,35.0,3000.0,,71.0
1235,FI,48416,180.0,0.0,7,3.0,,2,2003,2.0,8.0,,,,,42.0
1236,FI,48446,180.0,2001.0,7,1.0,3.0,2,1983,5.0,14.0,38.0,38.0,2100.0,2600.0,
1237,FI,48468,330.0,1998.0,6,1.0,1.0,1,1979,9.0,16.0,45.0,45.0,6500.0,,
1238,FI,48663,210.0,2000.0,8,1.0,3.0,2,1982,5.0,14.0,20.0,,1500.0,3000.0,54.0
1239,FI,48680,60.0,1951.0,8,1.0,1.0,2,1937,9.0,16.0,40.0,40.0,,,91.0
